,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,renovated,has_basement,lake_zips,price/sqft,bed_to_bath_ratio
1718,2015-04-22,240000.0,3,1.0,1260,7920,1.0,0.0,3,7,1260,0.0,1966,0.0,98003,47.3452,-122.308,1300,7920,0.0,0.0,0.0,190.47619047619048,3.0
1719,2015-04-14,998000.0,3,2.25,3370,11757,2.0,0.0,4,9,3370,0.0,1980,0.0,98006,47.5573,-122.16,2690,10500,0.0,0.0,0.0,296.1424332344214,1.3333333333333333
1720,2014-08-29,275000.0,3,1.75,1490,8000,1.0,0.0,3,8,1490,0.0,1978,0.0,98030,47.3817,-122.166,1740,8165,0.0,0.0,0.0,184.56375838926175,1.7142857142857142
1721,2015-04-24,284200.0,3,2.5,1570,9292,1.0,0.0,3,7,1110,460.0,1977,0.0,98001,47.3386,-122.272,1470,9222,0.0,1.0,0.0,181.01910828025478,1.2
1722,2014-07-29,930000.0,4,3.0,2900,10400,1.0,0.0,5,8,1530,1370.0,1959,0.0,98008,47.5854,-122.114,2820,10400,0.0,1.0,0.0,320.6896551724138,1.3333333333333333
1723,2014-08-28,215000.0,4,1.5,1430,8775,1.0,0.0,3,7,1030,400.0,1979,0.0,98023,47.3034,-122.383,1390,7800,0.0,1.0,0.0,150.34965034965035,2.6666666666666665
1724,2015-04-20,480000.0,2,1.5,1008,26487,1.0,1.0,4,6,1008,0.0,1943,2002.0,98070,47.3853,-122.479,1132,24079,1.0,0.0,0.0,476.1904761904762,1.3333333333333333
1725,2014-05-20,483945.0,2,1.75,1480,5120,1.0,0.0,4,6,840,640.0,1951,0.0,98116,47.558,-122.392,1090,5120,0.0,1.0,0.0,326.98986486486484,1.1428571428571428
1726,2014-06-09,347000.0,3,1.75,1240,8050,1.0,0.0,4,7,1240,0.0,1978,0.0,98074,47.6108,-122.044,1370,9856,0.0,0.0,0.0,279.83870967741933,1.7142857142857142
1727,2015-03-30,232500.0,3,2.0,1370,9760,1.0,0.0,4,7,1110,260.0,1979,0.0,98023,47.3009,-122.384,1640,9040,0.0,1.0,0.0,169.7080291970803,1.5
1728,2014-09-18,550000.0,3,2.25,2160,15360,1.0,0.0,3,8,1410,750.0,1965,2000.0,98007,47.6232,-122.138,2180,8480,1.0,1.0,0.0,254.62962962962962,1.3333333333333333
1729,2014-08-12,590000.0,4,2.5,2340,8971,2.0,0.0,3,9,2340,0.0,1987,0.0,98029,47.5679,-122.011,2510,9219,0.0,0.0,0.0,252.13675213675214,1.6
1730,2015-02-05,345000.0,4,2.5,2280,8190,1.0,0.0,3,7,1390,890.0,1983,0.0,98188,47.4414,-122.272,1990,9000,0.0,1.0,0.0,151.31578947368422,1.6
1731,2015-02-27,429800.0,3,2.0,1970,7000,1.0,0.0,3,8,1970,0.0,1986,0.0,98038,47.3744,-122.043,1970,7365,0.0,0.0,0.0,218.17258883248732,1.5
1732,2014-06-26,302000.0,4,1.75,1530,17664,1.5,0.0,3,7,1530,0.0,1968,0.0,98058,47.4549,-122.155,1530,11625,0.0,0.0,0.0,197.3856209150327,2.2857142857142856
1733,2014-11-04,800000.0,4,1.5,1790,3952,1.5,0.0,4,8,1790,0.0,1932,0.0,98103,47.68899999999999,-122.352,1200,3876,0.0,0.0,0.0,446.92737430167597,2.6666666666666665
1734,2014-12-15,250000.0,3,2.5,1700,6000,2.0,0.0,3,8,1700,0.0,1997,0.0,98092,47.2615,-122.221,1940,6626,0.0,0.0,0.0,147.05882352941177,1.2
1735,2014-07-29,605000.0,3,2.0,2660,4500,1.0,0.0,4,7,1330,1330.0,1922,0.0,98199,47.6391,-122.403,1790,5000,0.0,1.0,0.0,227.4436090225564,1.5
1736,2014-11-12,252000.0,3,2.0,1340,5670,2.0,0.0,3,6,1340,0.0,1994,0.0,98055,47.4498,-122.194,1290,4892,0.0,0.0,0.0,188.0597014925373,1.5
1737,2014-09-19,375000.0,3,1.0,1130,12500,1.5,0.0,3,7,1130,0.0,1954,0.0,98118,47.5491,-122.268,2280,8750,0.0,0.0,0.0,331.85840707964604,3.0
1738,2014-07-10,725000.0,2,1.75,1950,2719,1.0,0.0,5,7,1010,940.0,1919,0.0,98103,47.6513,-122.346,1360,1256,0.0,1.0,0.0,371.79487179487177,1.1428571428571428
1739,2014-10-13,471750.0,5,3.5,3790,8200,1.0,0.0,3,8,2120,1670.0,2001,0.0,98056,47.4891,-122.19,1740,8676,0.0,1.0,0.0,124.47229551451187,1.4285714285714286
1740,2014-10-01,439000.0,2,1.0,800,5100,1.0,0.0,3,7,800,0.0,1945,0.0,98117,47.6775,-122.388,1330,5100,0.0,0.0,0.0,548.75,2.0
1741,2014-08-22,355000.0,4,2.0,1770,8890,1.0,0.0,5,6,1770,0.0,1949,0.0,98166,47.4589,-122.353,1010,7620,0.0,0.0,0.0,200.56497175141243,2.0
1742,2015-03-26,780000.0,4,2.25,2260,16188,1.0,0.0,3,10,2260,0.0,1984,0.0,98006,47.5637,-122.112,2840,10158,0.0,0.0,0.0,345.13274336283183,1.7777777777777777
1743,2014-11-05,409000.0,2,1.0,890,3271,1.0,0.0,4,6,890,0.0,1918,0.0,98116,47.5631,-122.381,1190,5175,0.0,0.0,0.0,459.55056179775283,2.0
1744,2014-06-10,420000.0,2,1.0,860,3880,1.0,0.0,4,6,860,0.0,1916,0.0,98117,47.6862,-122.391,1230,4260,0.0,0.0,0.0,488.3720930232558,2.0
1745,2014-11-13,200000.0,1,0.75,680,9600,1.0,0.0,3,5,680,0.0,1947,0.0,98115,47.6964,-122.306,1580,6624,0.0,0.0,0.0,294.11764705882354,1.3333333333333333
1746,2014-05-29,695000.0,3,2.5,2390,4555,2.0,0.0,3,9,2390,0.0,2006,0.0,98074,47.6199,-122.025,2540,4500,0.0,0.0,0.0,290.7949790794979,1.2
1747,2014-05-21,815000.0,4,2.75,3488,9614,2.0,0.0,3,10,3488,0.0,1998,0.0,98074,47.6055,-122.013,3600,10891,0.0,0.0,0.0,233.65825688073394,1.4545454545454546
1748,2014-11-13,210000.0,3,1.75,1260,6223,1.0,0.0,3,7,820,440.0,1983,0.0,98042,47.3574,-122.158,1260,6553,0.0,1.0,0.0,166.66666666666666,1.7142857142857142
1749,2014-09-15,635000.0,3,1.75,2940,6000,1.0,0.0,4,8,1590,1350.0,1957,0.0,98177,47.7235,-122.369,2880,8100,0.0,1.0,0.0,215.98639455782313,1.7142857142857142
1750,2014-07-21,562500.0,4,2.5,2440,7322,2.0,0.0,3,9,2440,0.0,1991,0.0,98056,47.5357,-122.179,2590,9927,0.0,0.0,0.0,230.5327868852459,1.6
1751,2014-05-09,402500.0,4,2.5,2600,11951,2.0,0.0,3,10,2600,0.0,1988,0.0,98023,47.3053,-122.34,2820,12093,0.0,0.0,0.0,154.80769230769232,1.6
1752,2014-12-19,555000.0,3,2.0,2080,7020,1.0,0.0,4,7,1040,1040.0,1951,0.0,98115,47.6768,-122.285,1920,7000,0.0,1.0,0.0,266.8269230769231,1.5
1753,2014-09-09,310000.0,3,1.0,1990,7173,1.0,0.0,3,7,1990,0.0,1972,0.0,98034,47.7116,-122.213,1320,7245,0.0,0.0,0.0,155.7788944723618,3.0
1754,2014-09-05,500000.0,4,2.5,2840,18001,2.0,0.0,3,9,2840,0.0,1994,0.0,98019,47.7359,-121.962,2500,18001,0.0,0.0,0.0,176.05633802816902,1.6
1755,2014-07-23,430000.0,6,3.0,2630,8800,1.0,0.0,3,7,1610,1020.0,1959,0.0,98125,47.7166,-122.293,1220,1173,0.0,1.0,0.0,163.49809885931558,2.0
1756,2014-06-28,1600000.0,3,4.25,2820,7200,2.0,0.0,4,10,2460,360.0,1930,0.0,98112,47.6298,-122.29,3300,7522,0.0,1.0,0.0,567.3758865248227,0.7058823529411765
1757,2014-10-01,627500.0,4,1.0,1560,4080,1.5,0.0,3,7,1560,0.0,1923,0.0,98103,47.6711,-122.331,1890,4080,0.0,0.0,0.0,402.2435897435897,4.0
1758,2014-11-24,335000.0,4,2.5,2330,7050,2.0,0.0,3,8,2330,0.0,1998,0.0,98178,47.5001,-122.231,1810,5424,0.0,0.0,0.0,143.77682403433477,1.6
1759,2015-03-17,962000.0,4,2.25,3320,20100,1.0,0.0,4,8,1810,1510.0,1981,0.0,98006,47.5566,-122.153,2450,9821,0.0,1.0,0.0,289.7590361445783,1.7777777777777777
1760,2014-07-25,299000.0,3,1.75,1730,14270,1.0,0.0,3,7,1730,0.0,1959,0.0,98065,47.5318,-121.833,1600,11232,0.0,0.0,0.0,172.83236994219652,1.7142857142857142
1761,2015-04-14,399950.0,4,2.5,3110,5868,2.0,0.0,3,8,3110,0.0,2001,0.0,98042,47.3781,-122.126,2950,5924,0.0,0.0,0.0,128.60128617363344,1.6
1762,2015-03-25,322000.0,3,1.0,1230,9660,1.0,0.0,3,7,1230,0.0,1968,0.0,98053,47.6829,-122.06,1380,10125,0.0,0.0,0.0,261.7886178861789,3.0
1763,2014-06-23,430000.0,2,1.5,950,4625,1.0,0.0,4,7,950,0.0,1949,0.0,98103,47.6912,-122.34,1440,4625,0.0,0.0,0.0,452.63157894736844,1.3333333333333333
1764,2014-05-08,307000.0,3,1.75,1890,13860,1.0,0.0,5,7,1890,0.0,1966,0.0,98042,47.4156,-122.149,1500,14536,0.0,0.0,0.0,162.43386243386243,1.7142857142857142
1765,2014-11-05,194000.0,3,1.5,1010,5000,1.0,0.0,3,6,1010,0.0,1943,0.0,98178,47.4925,-122.278,980,5000,0.0,0.0,0.0,192.07920792079207,2.0
1766,2014-11-14,180000.0,3,1.0,1010,8581,1.0,0.0,4,6,1010,0.0,1920,0.0,98002,47.3043,-122.216,1060,10354,0.0,0.0,0.0,178.21782178217822,3.0
1767,2014-07-18,465000.0,4,2.25,2340,13383,1.0,0.0,3,8,1170,1170.0,1983,0.0,98074,47.6211,-122.037,1810,12532,0.0,1.0,0.0,198.71794871794873,1.7777777777777777
1768,2015-03-23,722500.0,4,2.5,2460,9296,2.0,0.0,3,9,2460,0.0,1978,0.0,98007,47.6125,-122.152,2730,9900,0.0,0.0,0.0,293.6991869918699,1.6
1769,2014-09-24,470450.0,2,1.0,1010,3400,1.0,0.0,3,7,1010,0.0,1921,0.0,98103,47.6711,-122.329,1800,3600,0.0,0.0,0.0,465.7920792079208,2.0
1770,2015-01-27,280000.0,3,2.5,1650,6000,2.0,0.0,3,7,1650,0.0,1990,0.0,98030,47.36,-122.194,1750,6000,0.0,0.0,0.0,169.6969696969697,1.2
1771,2015-04-10,176250.0,4,2.0,1440,6702,1.0,0.0,4,7,1440,0.0,1966,0.0,98002,47.3056,-122.217,1030,6702,0.0,0.0,0.0,122.39583333333333,2.0
1772,2014-06-17,560000.0,5,1.0,1710,9100,1.5,0.0,4,7,1320,390.0,1926,0.0,98126,47.5379,-122.378,1880,9100,0.0,1.0,0.0,327.48538011695905,5.0
1773,2014-10-22,830000.0,3,2.5,2760,11287,2.0,0.0,3,10,2000,760.0,1991,0.0,98028,47.739,-122.264,2760,13719,0.0,1.0,0.0,300.72463768115944,1.2
1774,2014-06-11,276900.0,2,1.0,1350,10096,1.0,0.0,4,7,1350,0.0,1952,0.0,98045,47.4967,-121.778,1280,10095,0.0,0.0,0.0,205.11111111111111,2.0
1775,2014-10-01,625000.0,3,1.75,1660,4800,2.0,0.0,3,7,1660,0.0,1906,0.0,98112,47.6296,-122.308,1660,4800,0.0,0.0,0.0,376.50602409638554,1.7142857142857142
1776,2015-03-04,1020000.0,4,2.5,2960,4760,2.0,0.0,3,8,2160,800.0,1900,0.0,98102,47.6367,-122.318,1600,4760,0.0,1.0,0.0,344.5945945945946,1.6
1777,2014-09-30,463500.0,1,1.0,1090,8750,1.0,0.0,4,6,1090,0.0,1924,0.0,98118,47.54,-122.269,1830,5000,0.0,0.0,0.0,425.22935779816515,1.0
1778,2014-09-05,485000.0,3,2.5,3110,9015,2.0,0.0,3,9,3110,0.0,1990,0.0,98058,47.4369,-122.147,2650,8960,0.0,0.0,0.0,155.94855305466237,1.2
1779,2014-06-17,272000.0,3,2.0,1380,7476,1.0,0.0,3,7,1380,0.0,1989,0.0,98001,47.3336,-122.272,1600,7227,0.0,0.0,0.0,197.1014492753623,1.5
1780,2014-12-17,305000.0,2,1.0,1290,3140,2.0,0.0,3,7,1290,0.0,2008,0.0,98053,47.6971,-122.026,1290,2628,0.0,0.0,0.0,236.43410852713177,2.0
1781,2014-06-26,760000.0,3,2.5,1980,13964,1.0,0.0,5,7,1980,0.0,1959,0.0,98040,47.57100000000001,-122.227,2040,13964,0.0,0.0,1.0,383.83838383838383,1.2
1782,2015-02-13,387500.0,2,1.0,870,6126,1.0,0.0,4,7,870,0.0,1938,0.0,98125,47.7024,-122.322,1620,6126,0.0,0.0,0.0,445.4022988505747,2.0
1783,2014-09-08,352000.0,4,2.5,2470,5015,2.0,0.0,3,8,2470,0.0,2004,0.0,98038,47.3457,-122.041,2470,5100,0.0,0.0,0.0,142.51012145748987,1.6
1784,2014-07-18,156000.0,3,1.0,770,9750,1.0,0.0,3,6,770,0.0,1941,0.0,98188,47.4509,-122.275,1560,10707,0.0,0.0,0.0,202.5974025974026,3.0
1785,2014-11-18,580000.0,3,3.25,1490,857,3.0,0.0,3,8,1220,270.0,2001,0.0,98102,47.6357,-122.324,1550,1092,0.0,1.0,0.0,389.26174496644296,0.9230769230769231
1786,2014-12-18,275000.0,5,1.5,1950,9000,1.0,0.0,3,7,1130,820.0,1964,0.0,98146,47.4882,-122.339,1680,9526,0.0,1.0,0.0,141.02564102564102,3.3333333333333335
1787,2014-07-24,835000.0,5,4.0,3600,14720,1.0,0.0,5,8,1800,1800.0,1960,0.0,98034,47.7022,-122.227,3600,15358,0.0,1.0,0.0,231.94444444444446,1.25
1788,2014-12-05,340000.0,4,2.5,2380,7850,2.0,0.0,3,8,2380,0.0,1995,0.0,98055,47.4356,-122.201,1940,7334,0.0,0.0,0.0,142.85714285714286,1.6
1789,2014-05-06,329350.0,2,1.0,720,6687,1.0,0.0,3,6,720,0.0,1942,0.0,98117,47.7001,-122.362,840,6687,0.0,0.0,0.0,457.43055555555554,2.0
1790,2014-11-18,719950.0,3,2.25,2190,2416,3.0,0.0,3,8,2190,0.0,2014,0.0,98117,47.6758,-122.38,1510,3615,0.0,0.0,0.0,328.74429223744295,1.3333333333333333
1791,2014-05-12,235000.0,1,1.0,810,2451,1.0,0.0,5,7,810,0.0,1941,0.0,98126,47.5188,-122.376,980,1198,0.0,0.0,0.0,290.12345679012344,1.0
1792,2015-03-31,875000.0,3,1.5,2440,5750,1.0,0.0,3,8,1320,1120.0,1939,0.0,98115,47.6991,-122.296,2160,6820,0.0,1.0,0.0,358.60655737704917,2.0
1793,2015-04-21,380000.0,4,1.75,1740,9150,1.0,0.0,3,7,1740,0.0,1974,0.0,98188,47.4498,-122.28,1540,9147,0.0,0.0,0.0,218.39080459770116,2.2857142857142856
1794,2015-03-24,152900.0,1,1.0,900,4368,1.0,0.0,5,6,900,0.0,1915,1950.0,98022,47.2107,-121.99,1290,5000,1.0,0.0,0.0,169.88888888888889,1.0
1795,2014-08-05,210000.0,2,2.0,1190,7570,1.0,0.0,3,6,1190,0.0,1939,0.0,98146,47.5113,-122.338,1190,7635,0.0,0.0,0.0,176.47058823529412,1.0
1796,2014-09-26,350000.0,4,1.0,1010,6000,1.0,0.0,3,6,750,260.0,1925,0.0,98136,47.5518,-122.383,1450,6000,0.0,1.0,0.0,346.53465346534654,4.0
1797,2015-03-23,505000.0,3,2.5,2100,17882,2.0,0.0,4,8,2100,0.0,1985,0.0,98059,47.4754,-122.119,2080,16686,0.0,0.0,0.0,240.47619047619048,1.2
1798,2014-06-27,464900.0,4,2.25,2020,8424,1.0,0.0,4,7,1380,640.0,1979,0.0,98034,47.7262,-122.233,2030,7236,0.0,1.0,0.0,230.14851485148515,1.7777777777777777
1799,2014-09-22,650000.0,3,2.0,2520,5980,1.0,0.0,3,8,1790,730.0,1957,0.0,98116,47.5767,-122.383,1590,5750,0.0,1.0,0.0,257.93650793650795,1.5
1800,2015-05-04,369950.0,2,2.75,1370,1140,2.0,0.0,3,8,1080,290.0,2009,0.0,98133,47.7053,-122.342,1370,1090,0.0,1.0,0.0,270.036496350365,0.7272727272727273
1801,2014-07-28,250000.0,3,2.5,1530,2890,2.0,0.0,3,7,1530,0.0,2001,0.0,98108,47.5434,-122.293,1540,2890,0.0,0.0,0.0,163.3986928104575,1.2
1802,2015-04-29,320000.0,3,2.5,1530,2890,2.0,0.0,3,7,1530,0.0,2001,0.0,98108,47.5434,-122.293,1540,2890,0.0,0.0,0.0,209.15032679738562,1.2
1803,2014-09-03,340000.0,4,2.25,2530,24700,2.0,0.0,3,7,2530,0.0,1974,0.0,98031,47.3939,-122.177,2650,24700,0.0,0.0,0.0,134.38735177865613,1.7777777777777777
1804,2014-05-19,440000.0,2,1.5,1010,1968,1.5,0.0,5,5,1010,0.0,1906,0.0,98107,47.6757,-122.385,1760,4200,0.0,0.0,0.0,435.64356435643566,1.3333333333333333
1805,2015-04-02,219950.0,3,1.0,1200,7727,1.0,0.0,4,7,1200,0.0,1959,0.0,98022,47.2021,-121.999,1300,7718,0.0,0.0,0.0,183.29166666666666,3.0
1806,2014-09-15,940000.0,4,3.0,2720,11740,1.0,0.0,5,9,2720,0.0,1957,0.0,98040,47.5833,-122.242,2640,11740,0.0,0.0,1.0,345.5882352941176,1.3333333333333333
1807,2014-07-22,399950.0,4,1.5,1850,6125,1.5,0.0,3,6,1110,740.0,1945,0.0,98126,47.5352,-122.37,990,6125,0.0,1.0,0.0,216.1891891891892,2.6666666666666665
1808,2015-01-02,1570000.0,3,2.75,2340,8828,1.0,0.0,4,9,2340,0.0,1954,0.0,98112,47.632,-122.289,3480,8526,0.0,0.0,0.0,670.9401709401709,1.0909090909090908
1809,2015-04-01,528000.0,4,1.75,1860,9750,1.0,0.0,3,7,1460,400.0,1969,0.0,98034,47.7097,-122.202,1900,8913,0.0,1.0,0.0,283.8709677419355,2.2857142857142856
1810,2014-08-28,545000.0,4,1.75,1940,8990,1.0,0.0,4,8,1560,380.0,1956,0.0,98034,47.7021,-122.241,2310,11745,0.0,1.0,0.0,280.92783505154637,2.2857142857142856
1811,2015-04-27,575000.0,2,2.0,1680,6194,1.0,0.0,3,8,1680,0.0,2004,0.0,98053,47.7136,-122.03,1900,5850,0.0,0.0,0.0,342.26190476190476,1.0
1812,2014-11-04,235000.0,4,2.75,1770,10184,1.0,0.0,3,8,1250,520.0,1979,0.0,98023,47.3074,-122.385,2070,8320,0.0,1.0,0.0,132.7683615819209,1.4545454545454546
1813,2014-07-23,272000.0,3,2.5,1790,6371,2.0,0.0,3,8,1790,0.0,1998,0.0,98092,47.3291,-122.168,1850,6371,0.0,0.0,0.0,151.95530726256985,1.2
1814,2015-04-28,380000.0,4,1.75,1720,9600,1.0,0.0,4,8,1720,0.0,1969,0.0,98059,47.4764,-122.155,1660,10720,0.0,0.0,0.0,220.93023255813952,2.2857142857142856
1815,2015-04-26,195000.0,3,1.0,1280,6967,1.5,0.0,3,7,1280,0.0,1949,0.0,98155,47.7512,-122.329,1280,7245,0.0,0.0,0.0,152.34375,3.0
1816,2014-10-14,297000.0,3,2.5,1690,4988,2.0,0.0,3,7,1690,0.0,2002,0.0,98038,47.3561,-122.015,1830,4733,0.0,0.0,0.0,175.7396449704142,1.2
1817,2015-04-15,349000.0,4,2.5,2190,7294,2.0,0.0,3,8,2190,0.0,2003,0.0,98023,47.2923,-122.357,2240,7379,0.0,0.0,0.0,159.36073059360731,1.6
1818,2014-09-29,320000.0,2,1.0,710,5200,1.0,0.0,4,6,710,0.0,1942,0.0,98126,47.5376,-122.371,1610,5200,0.0,0.0,0.0,450.7042253521127,2.0
1819,2014-07-25,319990.0,4,1.5,1890,10707,1.0,0.0,3,7,1890,0.0,1962,0.0,98148,47.428,-122.326,1610,8827,0.0,0.0,0.0,169.3068783068783,2.6666666666666665
1820,2014-06-02,439900.0,2,2.0,1410,12282,1.5,0.0,5,8,1410,0.0,1909,0.0,98024,47.5242,-121.926,1410,8931,0.0,0.0,0.0,311.98581560283685,1.0
1821,2014-08-11,429000.0,3,3.25,2210,3600,2.0,0.0,3,8,1820,390.0,1995,0.0,98125,47.7031,-122.279,2010,6690,0.0,1.0,0.0,194.11764705882354,0.9230769230769231
1822,2014-07-30,272500.0,3,2.0,1540,6250,1.0,0.0,3,7,1540,0.0,1998,0.0,98038,47.3539,-122.025,2070,6250,0.0,0.0,0.0,176.94805194805195,1.5
1823,2014-09-16,400000.0,4,2.0,1350,7255,1.0,0.0,4,7,1350,0.0,1959,0.0,98125,47.7287,-122.31,1050,7288,0.0,0.0,0.0,296.2962962962963,2.0
1824,2015-04-02,462000.0,5,2.0,1380,4300,1.5,0.0,3,7,1380,0.0,1916,0.0,98103,47.6647,-122.337,1830,3800,0.0,0.0,0.0,334.7826086956522,2.5
1825,2015-03-10,510000.0,2,1.0,890,6095,1.0,0.0,3,7,890,0.0,1947,0.0,98115,47.6823,-122.298,1450,5985,0.0,0.0,0.0,573.0337078651686,2.0
1826,2014-06-23,550000.0,3,2.5,1900,3255,2.0,0.0,3,8,1900,0.0,1988,2000.0,98007,47.6075,-122.147,1880,3350,1.0,0.0,0.0,289.4736842105263,1.2
1827,2015-04-25,150000.0,3,1.0,1240,5200,1.0,0.0,3,6,1240,0.0,1969,0.0,98042,47.3701,-122.079,870,5200,0.0,0.0,0.0,120.96774193548387,3.0
1828,2014-06-26,460000.0,3,2.5,1730,8490,1.0,0.0,3,7,1210,520.0,1969,0.0,98034,47.7187,-122.219,1870,7400,0.0,1.0,0.0,265.8959537572254,1.2
1829,2014-06-20,632500.0,4,2.5,2090,10306,2.0,0.0,3,10,2090,0.0,1986,0.0,98074,47.6304,-122.051,2660,11481,0.0,0.0,0.0,302.63157894736844,1.6
1830,2014-09-25,361000.0,3,1.75,1650,11220,1.0,0.0,4,7,1650,0.0,1969,0.0,98077,47.7567,-122.071,1340,10129,0.0,0.0,0.0,218.78787878787878,1.7142857142857142
1831,2014-08-01,437000.0,3,2.25,1130,1221,2.0,0.0,3,8,1030,100.0,2004,0.0,98117,47.6799,-122.375,1300,5000,0.0,1.0,0.0,386.72566371681415,1.3333333333333333
1832,2015-05-05,370000.0,6,2.75,3240,5750,1.0,0.0,4,6,2160,1080.0,1950,0.0,98002,47.3054,-122.221,1230,5750,0.0,1.0,0.0,114.19753086419753,2.1818181818181817
1833,2015-04-17,884250.0,4,2.5,3840,12151,2.0,0.0,3,10,3840,0.0,1998,0.0,98075,47.5953,-121.986,3560,11044,0.0,0.0,0.0,230.2734375,1.6
1834,2014-06-03,225000.0,3,1.0,1200,9936,1.0,0.0,4,6,1200,0.0,1969,0.0,98038,47.3609,-122.029,1200,10189,0.0,0.0,0.0,187.5,3.0
1835,2014-08-05,235000.0,2,1.0,870,5000,1.0,0.0,3,6,870,0.0,1949,0.0,98126,47.5186,-122.375,820,5000,0.0,0.0,0.0,270.11494252873564,2.0
1836,2014-07-20,767500.0,6,3.5,2410,6000,2.0,0.0,3,9,2220,190.0,1916,1990.0,98136,47.54,-122.382,1980,6000,1.0,1.0,0.0,318.46473029045643,1.7142857142857142
1837,2014-05-12,1200000.0,3,1.75,1560,8078,1.5,1.0,4,6,1560,0.0,1928,0.0,98040,47.5779,-122.246,2890,16710,0.0,0.0,1.0,769.2307692307693,1.7142857142857142
1838,2014-06-27,417000.0,4,2.25,2300,7700,1.0,0.0,3,7,1380,920.0,1959,0.0,98125,47.7137,-122.322,2010,8820,0.0,1.0,0.0,181.30434782608697,1.7777777777777777
1839,2014-07-18,199000.0,3,1.0,1390,12145,1.0,0.0,4,7,1390,0.0,1964,0.0,98042,47.4225,-122.15,1030,10800,0.0,0.0,0.0,143.16546762589928,3.0
1840,2014-06-05,875000.0,5,2.5,2920,5568,2.0,0.0,3,8,2320,600.0,1906,0.0,98112,47.6265,-122.312,2970,5568,0.0,1.0,0.0,299.6575342465753,2.0
1841,2014-11-10,545000.0,4,1.5,1370,3708,1.5,0.0,3,7,1370,0.0,1926,0.0,98117,47.6849,-122.363,2030,3708,0.0,0.0,0.0,397.81021897810217,2.6666666666666665
1842,2014-05-20,192500.0,2,1.0,950,7692,1.0,0.0,3,6,950,0.0,1926,0.0,98168,47.4909,-122.298,1820,8221,0.0,0.0,0.0,202.6315789473684,2.0
1843,2015-02-10,822500.0,3,2.5,3090,7708,2.0,0.0,3,10,3090,0.0,1999,0.0,98052,47.6868,-122.108,3140,8592,0.0,0.0,0.0,266.1812297734628,1.2
1844,2014-12-08,800000.0,4,2.5,2390,10000,1.0,0.0,3,9,1590,800.0,1975,0.0,98040,47.5801,-122.229,1900,9752,0.0,1.0,1.0,334.72803347280336,1.6
1845,2014-12-15,1250000.0,3,2.5,2070,4944,2.0,0.0,3,9,2070,0.0,1930,0.0,98112,47.6256,-122.284,3300,6179,0.0,0.0,0.0,603.864734299517,1.2
1846,2014-10-01,295000.0,3,2.5,1460,7936,2.0,0.0,3,7,1460,0.0,1995,0.0,98038,47.3673,-122.017,1830,7936,0.0,0.0,0.0,202.05479452054794,1.2
1847,2014-06-30,419000.0,2,1.75,1510,4980,1.0,0.0,3,8,1510,0.0,2006,0.0,98053,47.7191,-122.023,1350,4157,0.0,0.0,0.0,277.4834437086093,1.1428571428571428
1848,2014-12-22,750000.0,4,2.75,3430,13907,2.0,0.0,3,11,3430,0.0,1995,0.0,98075,47.5879,-121.993,3250,13851,0.0,0.0,0.0,218.6588921282799,1.4545454545454546
1849,2015-04-28,502000.0,4,1.5,1700,8400,1.0,0.0,3,7,1700,0.0,1953,0.0,98177,47.7677,-122.359,1750,8475,0.0,0.0,0.0,295.29411764705884,2.6666666666666665
1850,2014-06-04,1030000.0,3,1.75,2640,8000,1.0,0.0,4,9,1320,1320.0,1960,0.0,98040,47.5826,-122.246,2740,6000,0.0,1.0,1.0,390.1515151515151,1.7142857142857142
1851,2015-03-13,398500.0,3,1.0,1200,15960,1.5,0.0,3,6,1200,0.0,1945,0.0,98125,47.7163,-122.299,1120,7800,0.0,0.0,0.0,332.0833333333333,3.0
1852,2015-04-14,700000.0,2,1.5,1850,4945,1.5,0.0,4,7,1850,0.0,1907,1969.0,98126,47.5742,-122.379,1850,4950,1.0,0.0,0.0,378.3783783783784,1.3333333333333333
1853,2014-06-11,248000.0,5,1.5,1510,9078,1.0,0.0,4,7,1510,0.0,1959,0.0,98168,47.4852,-122.305,1480,9078,0.0,0.0,0.0,164.23841059602648,3.3333333333333335
1854,2014-08-26,800000.0,4,2.0,2130,2800,1.0,0.0,5,7,1070,1060.0,1922,0.0,98103,47.6545,-122.333,1990,3990,0.0,1.0,0.0,375.5868544600939,2.0
1855,2015-01-21,383000.0,4,2.5,2640,8055,2.0,0.0,3,9,2640,0.0,2004,0.0,98092,47.315,-122.193,1650,8055,0.0,0.0,0.0,145.07575757575756,1.6
1856,2014-05-27,688000.0,4,3.0,3000,4000,1.5,0.0,3,8,1970,1030.0,1913,2014.0,98144,47.5744,-122.307,1900,4000,1.0,1.0,0.0,229.33333333333334,1.3333333333333333
1857,2014-10-08,521000.0,3,2.0,1870,5455,1.0,0.0,5,7,1060,810.0,1926,0.0,98125,47.7029,-122.297,1870,7435,0.0,1.0,0.0,278.6096256684492,1.5
1858,2014-11-05,365000.0,2,1.0,990,9223,1.0,0.0,3,7,990,0.0,1949,0.0,98125,47.72,-122.32,1230,7244,0.0,0.0,0.0,368.6868686868687,2.0
